caseid,sct,led,term,chief,value,mow,courtmedianqmi,firsthub,outdeg,year,complexity,mowideology,concurrences,varcourtqmi,conc,dissents,stat,totalac,nyt,legalsalience,source,unan,post1989
"370/0019","082/1130","008/0305",1961,"warren","economic activity","CLK",-.732,.9533,3,1962,.228617,.406,0,5.486234,0,0,1,0,"not nyt p1 story when decision came down","No","9C",1,0
"370/0031","082/1119","008/0313",1961,"warren","economic activity","BRN",-.732,.5226,10,1962,-.152566,-.732,0,5.486234,0,1,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"370/0049","082/1209","008/0325",1961,"warren","criminal procedure","DOUG",-.732,5.9233,10,1962,-.152566,-5.214,0,5.486234,0,3,0,0,"not nyt p1 story when decision came down","No","CO",0,0
"370/0065","082/1190","008/0335",1961,"warren","federal taxation","CLK",-.732,.5462,8,1962,-.152566,.406,0,5.486234,0,0,0,0,"not nyt p1 story when decision came down","No","CTCL",1,0
"370/0076","082/1168","008/0345",1961,"warren","judicial power","HAR",-.732,7.78,10,1962,-.152566,2.225,0,5.486234,0,1,0,6,"not nyt p1 story when decision came down","No","3C",0,0
"370/0114","082/1196","008/0368",1961,"warren","economic activity","BRN",-.383,7.0857,19,1962,-.152566,-.732,0,4.786097,0,2,1,2,"not nyt p1 story when decision came down","No","5C",0,0
"370/0139","082/1218","008/0384",1961,"warren","criminal procedure","STWT",-.732,8.316299,34,1962,-.152566,.477,4,5.486234,1,0,0,0,"not nyt p1 story when decision came down","No","NY",1,0
"370/0159","082/1231","008/0407",1961,"warren","civil rights","CLK",-.034,.0436,3,1962,-.152566,.406,1,5.501971,1,0,1,1,"not nyt p1 story when decision came down","No","DCC",1,0
"370/0165","082/1226","008/0412",1961,"warren","economic activity","STWT",-.383,.6443,10,1962,-.533749,.477,0,4.786097,0,3,0,0,"not nyt p1 story when decision came down","No","5C",0,0
"370/0173","082/1237","008/0418",1961,"warren","federalism","STWT",-.383,.296,5,1962,-.152566,.477,0,4.786097,0,1,1,0,"not nyt p1 story when decision came down","No","MN",0,0
"370/0195","082/1328","008/0440",1961,"warren","unions","BLC",-.383,2.8572,15,1962,.228617,-1.72,0,4.786097,0,3,1,0,"p1 nyt story when case decided","No","7C",0,0
"370/0230","082/1288","008/0434",1961,"warren","criminal procedure","BLC",-.732,.8882,8,1962,-.152566,-1.72,0,5.486234,0,2,1,0,"not nyt p1 story when decision came down","No","7C",0,0
"370/0238","082/1318","008/0462",1961,"warren","unions","BW",-.383,1.898,16,1962,.7108645,-.034,0,4.786097,0,0,1,1,"p1 nyt story when case decided","No","7C",1,0
"370/0254","082/1346","008/0474",1961,"warren","unions","BW",-.383,.3038,11,1962,-.152566,-.034,0,4.786097,0,1,1,1,"not nyt p1 story when decision came down","No","2C",0,0
"370/0294","082/1502","008/0510",1961,"warren","economic activity","WAR",-.732,11.1959,64,1962,.228617,-1.405,2,5.486234,1,0,0,0,"p1 nyt story when case decided","No","EDMO",1,0
"370/0375","082/1364","008/0569",1961,"warren","first amendment","WAR",-.732,45.1785,32,1962,-.152566,-1.405,0,5.486234,0,2,0,0,"not nyt p1 story when decision came down","No","GAAP",0,0
"370/0405","082/1354","008/0590",1961,"warren","economic activity","WAR",-.383,6.0928,34,1962,-.152566,-1.405,1,4.786097,1,0,1,0,"p1 nyt story when case decided","No","WDMO",1,0
"370/0421","082/1261","008/0601",1961,"warren","first amendment","BLC",-.732,5.3787,6,1962,-.152566,-1.72,1,5.486234,1,1,0,4,"p1 nyt story when case decided","No","NY",0,0
"370/0451","082/1380","008/0620",1961,"warren","economic activity","DOUG",-.732,10.6991,17,1962,-.152566,-5.214,0,5.486234,0,1,1,2,"not nyt p1 story when decision came down","No","TXAP",0,0
"370/0460","082/1309","008/0627",1961,"warren","economic activity","CLK",-.383,.1691,5,1962,-.152566,.406,1,4.786097,1,1,1,0,"not nyt p1 story when decision came down","No","NDIL",0,0
"370/0478","082/1432","008/0639",1961,"warren","first amendment","HAR",-.732,12.9764,21,1962,-.152566,2.225,4,5.486234,1,1,1,0,"not nyt p1 story when decision came down","No","DCC",0,0
"370/0530","082/1459","008/0671",1961,"warren","judicial power","HAR",-.732,47.0242,153,1962,1.47323,2.225,2,5.486234,1,2,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"370/0607","082/1297","008/0720",1961,"warren","economic activity","HAR",-.732,23.5511,32,1962,.6098,2.225,4,5.486234,1,0,0,0,"not nyt p1 story when decision came down","No","PA",1,0
"370/0626","082/1386","008/0734",1961,"warren","judicial power","HAR",-.732,.8434,8,1962,-.152566,2.225,0,5.486234,0,3,0,0,"not nyt p1 story when decision came down","No","7C",0,0
"370/0650","082/1399","008/0750",1961,"warren","criminal procedure","HAR",-.732,0,0,1962,-.152566,2.225,0,5.486234,0,3,1,0,"not nyt p1 story when decision came down","No","9C",0,0
"370/0660","082/1417","008/0758",1961,"warren","criminal procedure","STWT",-.383,7.6563,12,1962,-.152566,.477,2,4.786097,1,2,0,0,"p1 nyt story when case decided","Yes","CAAP",0,0
"370/0690","082/1404","008/0777",1961,"warren","economic activity","BW",-.383,14.7477,31,1962,-.152566,-.034,0,4.786097,0,0,0,0,"not nyt p1 story when decision came down","Yes","9C",1,0
"371/0038","083/0097","009/0011",1962,"warren","economic activity","GOLD",-.772,5.0723,17,1962,-.152566,-.772,0,4.432982,0,2,0,0,"p1 nyt story when case decided","No","SDNY",0,0
"371/0075","083/0173","009/0136",1962,"warren","criminal procedure","BLC",-.772,.00536,2,1962,-.152566,-1.636,0,4.432982,0,1,1,0,"not nyt p1 story when decision came down","No","NDGA",0,0
"371/0084","083/0157","009/0142",1962,"warren","economic activity","CLK",-.772,1.8438,8,1962,-.152566,.205,0,4.432982,0,3,1,0,"not nyt p1 story when decision came down","No","2C",0,0
"371/0094","083/0162","009/0150",1962,"warren","unions","STWT",-.772,5.8574,15,1962,.6098,.645,2,4.432982,1,1,1,0,"not nyt p1 story when decision came down","No","SDCA",0,0
"371/0115","083/0217","009/0177",1962,"warren","economic activity","WAR",-.772,2.9219,12,1962,-.152566,-1.278,0,4.432982,0,0,0,0,"not nyt p1 story when decision came down","No","DMA",1,0
"371/0132","083/0232","009/0190",1962,"warren","economic activity","BLC",-.772,.0762,11,1962,.228617,-1.636,3,4.432982,1,1,1,3,"not nyt p1 story when decision came down","No","2C",0,0
"371/0145","083/0211","009/0199",1962,"warren","economic activity","CLK",-.772,2.1428,5,1962,-.152566,.205,0,4.432982,0,0,0,1,"not nyt p1 story when decision came down","No","5C",1,0
"371/0156","083/0239","009/0207",1962,"warren","judicial power","BW",-.772,2.6114,17,1962,.228617,-.032,5,4.432982,1,1,0,0,"not nyt p1 story when decision came down","No","SDIL",0,0
"371/0178","083/0227","009/0222",1962,"warren","judicial power","GOLD",-.772,.0179,1,1962,-.152566,-.772,2,4.432982,1,0,0,0,"not nyt p1 story when decision came down","No","1C",1,0
"371/0187","083/0273","009/0240",1962,"warren","judicial power","BLC",-.772,.00613,2,1962,.228617,-1.636,0,4.432982,0,0,0,0,"not nyt p1 story when decision came down","No","SC",1,0
"371/0195","083/0267","009/0246",1962,"warren","federalism","BW",-.772,.5896,12,1962,-.152566,-.032,0,4.432982,0,1,0,1,"not nyt p1 story when decision came down","Yes","MI",0,0
"371/0208","083/0279","009/0255",1962,"warren","due process","STWT",-.772,.313,7,1962,-.152566,.645,0,4.432982,0,0,0,2,"not nyt p1 story when decision came down","Yes","NY",1,0
"371/0236","083/0373","009/0285",1962,"warren","criminal procedure","BLC",-.772,1.5757,11,1963,.7108645,-1.636,0,4.432982,0,0,0,0,"not nyt p1 story when decision came down","No","4C",1,0
"371/0245","083/0426","009/0292",1962,"warren","judicial power","DOUG",-.772,2.8326,15,1963,1.854414,-5.306,0,4.432982,0,3,1,7,"not nyt p1 story when decision came down","No","NDCA",0,0
"371/0285","083/0397","009/0317",1962,"warren","judicial power","DOUG",-.772,2.3932,11,1963,.7108645,-5.306,0,4.432982,0,3,1,1,"not nyt p1 story when decision came down","No","NDGA",0,0
"371/0296","083/0476","009/0325",1962,"warren","economic activity","DOUG",-.97,15.2477,47,1963,1.092047,-5.306,0,3.655182,0,2,1,0,"not nyt p1 story when decision came down","No","SDNY",0,0
"371/0334","083/0379","009/0350",1962,"warren","judicial power","DOUG",-.772,1.5792,10,1963,-.152566,-5.306,0,4.432982,0,0,0,0,"not nyt p1 story when decision came down","No","9C",1,0
"371/0341","083/0448","009/0357",1962,"warren","criminal procedure","HAR",-.772,16.5161,44,1963,.228617,2.447,0,4.432982,0,3,0,0,"not nyt p1 story when decision came down","No","7C",0,0
"371/0392","083/0385","009/0390",1962,"warren","judicial power","HAR",-.772,7.901101,17,1963,-.152566,2.447,1,4.432982,1,3,0,1,"not nyt p1 story when decision came down","No","2C",0,0
"371/0415","083/0328","009/0405",1962,"warren","first amendment","BRN",-.772,90.2642,61,1963,1.47323,-.97,2,4.432982,1,3,0,0,"p1 nyt story when case decided","Yes","VA",0,0
"371/0471","083/0407","009/0441",1962,"warren","criminal procedure","BRN",-.772,8.2604,35,1963,.228617,-.97,1,4.432982,1,4,0,0,"not nyt p1 story when decision came down","No","9C",0,0
"371/0505","083/0358","009/0466",1962,"warren","economic activity","GOLD",-.772,.2682,4,1963,-.152566,-.772,0,4.432982,0,2,1,2,"not nyt p1 story when decision came down","No","5C",0,0
"371/0542","083/0531","009/0514",1962,"warren","federalism","BW",-.772,1.9909,20,1963,1.092047,-.032,1,4.432982,1,0,1,0,"not nyt p1 story when decision came down","Yes","GA",1,0
"371/0555","083/0520","009/0523",1962,"warren","judicial power","BW",-.871,2.5331,22,1963,1.092047,-.032,1,4.921494,1,2,1,0,"not nyt p1 story when decision came down","No","TX",0,0
"372/0010","083/0671","009/0547",1962,"warren","unions","CLK",-.501,.4652,11,1963,-.152566,.205,1,5.066141,1,0,0,6,"p1 nyt story when case decided","No","2C",1,0
"372/0024","083/0611","009/0557",1962,"warren","federalism","CLK",-.501,.1403,5,1963,-.152566,.205,0,5.066141,0,0,1,5,"not nyt p1 story when decision came down","No","NY",1,0
"372/0029","083/0594","009/0561",1962,"warren","economic activity","CLK",-.772,16.1305,21,1963,.228617,.205,0,4.432982,0,3,0,0,"not nyt p1 story when decision came down","No","WDMO",0,0
"372/0039","083/0623","009/0570",1962,"warren","federal taxation","HAR",-.772,.1767,10,1963,-.152566,2.447,0,4.432982,0,2,1,0,"not nyt p1 story when decision came down","No","CTCL",0,0
"372/0053","083/0618","009/0580",1962,"warren","federal taxation","HAR",-.772,.00534,3,1963,-.152566,2.447,0,4.432982,0,2,1,0,"not nyt p1 story when decision came down","No","4C",0,0
"372/0058","083/0631","009/0584",1962,"warren","first amendment","BRN",-.772,52.1044,29,1963,-.152566,-.97,2,4.432982,1,1,0,1,"not nyt p1 story when decision came down","No","RI",0,0
"372/0084","083/0646","009/0601",1962,"warren","federalism","BRN",-.871,12.8001,32,1963,-.152566,-.97,0,4.984771,0,3,1,17,"not nyt p1 story when decision came down","No","KS",0,0
"372/0108","083/0659","009/0618",1962,"warren","economic activity","BW",-.772,.7434,19,1963,-.152566,-.032,0,4.432982,0,3,1,0,"not nyt p1 story when decision came down","No","OHAP",0,0
"372/0128","083/0601","009/0633",1962,"warren","federal taxation","BW",-.772,.0345,7,1963,-.152566,-.032,0,4.432982,0,4,0,2,"not nyt p1 story when decision came down","No","8C",0,0
"372/0144","083/0554","009/0644",1962,"warren","civil rights","GOLD",-.772,36.3175,65,1963,3.760329,-.772,3,4.432982,1,4,0,1,"p1 nyt story when case decided","No","SDCA",0,0
"372/0229","083/0680","009/0697",1962,"warren","first amendment","STWT",-.772,42.1537,19,1963,-.152566,.645,0,4.432982,0,1,0,0,"p1 nyt story when case decided","No","SC",0,0
"372/0253","083/0696","009/0738",1962,"warren","economic activity","DOUG",-.871,9.384299,26,1963,-.152566,-5.306,1,4.984771,1,3,0,2,"not nyt p1 story when decision came down","No","NDOH",0,0
"372/0293","083/0745","009/0770",1962,"warren","criminal procedure","WAR",-.772,5.9552,20,1963,-.533749,-1.278,1,4.432982,1,4,0,0,"not nyt p1 story when decision came down","No","7C",0,0
"372/0335","083/0792","009/0799",1962,"warren","criminal procedure","BLC",-.772,60.3998,50,1963,-.152566,-1.636,3,4.432982,1,0,0,4,"p1 nyt story when case decided","Yes","FL",1,0
"372/0353","083/0814","009/0811",1962,"warren","civil rights","DOUG",-.772,2.2672,10,1963,-.152566,-5.306,0,4.432982,0,3,0,0,"not nyt p1 story when decision came down","No","CAAP",0,0
"372/0368","083/0801","009/0821",1962,"warren","civil rights","DOUG",-.772,8.301399,23,1963,3.200091,-5.306,2,4.432982,1,1,0,1,"p1 nyt story when case decided","Yes","NDGA",0,0
"372/0391","083/0822","009/0837",1962,"warren","criminal procedure","BRN",-.772,57.1842,157,1963,.7108645,-.97,0,4.432982,0,3,1,1,"not nyt p1 story when decision came down","Yes","2C",0,0
"372/0477","083/0768","009/0892",1962,"warren","civil rights","STWT",-.772,1.6401,5,1963,.7108645,.645,2,4.432982,1,0,0,0,"not nyt p1 story when decision came down","Yes","7C",1,0
"372/0487","083/0774","009/0899",1962,"warren","civil rights","GOLD",-.772,.9788,12,1963,-.152566,-.772,0,4.432982,0,4,0,0,"not nyt p1 story when decision came down","No","WA",0,0
"372/0528","083/0917","009/0922",1962,"warren","criminal procedure","STWT",-.772,5.9151,10,1963,.228617,.645,0,4.432982,0,0,0,0,"not nyt p1 story when decision came down","No","IL",1,0
"372/0539","083/0889","009/0929",1962,"warren","first amendment","GOLD",-.772,82.9346,45,1963,.7108645,-.772,2,4.432982,1,4,0,0,"p1 nyt story when case decided","No","FL",0,0
"372/0597","083/0926","010/0001",1962,"warren","economic activity","STWT",-.772,.2466,10,1963,-.152566,.645,0,4.432982,0,0,1,0,"not nyt p1 story when decision came down","No","9C",1,0
"372/0609","083/0999","010/0015",1962,"warren","economic activity","CLK",-.402,1.6125,13,1963,.228617,.205,0,5.020459,0,0,1,0,"p1 nyt story when case decided","No","9C",1,0
"372/0627","083/0996","010/0028",1962,"warren","economic activity","CLK",-.402,.2011,2,1963,.6098,.205,0,5.020459,0,0,1,0,"not nyt p1 story when decision came down","No","9C",1,0
"372/0633","083/0969","010/0033",1962,"warren","economic activity","BRN",-.772,.2078,14,1963,-.152566,-.97,0,4.432982,0,2,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"372/0658","083/0984","010/0052",1962,"warren","economic activity","BRN",-.772,4.1858,21,1963,-.152566,-.97,0,4.432982,0,3,1,5,"not nyt p1 story when decision came down","No","5C",0,0
"372/0682","083/0956","010/0067",1962,"warren","unions","BW",-.772,8.5289,34,1963,.6098,-.032,0,4.432982,0,0,1,1,"not nyt p1 story when decision came down","No","5C",1,0
"372/0714","083/1022","010/0084",1962,"warren","federalism","BLC",-.772,14.6927,25,1963,.228617,-1.636,0,4.432982,0,0,0,5,"p1 nyt story when case decided","No","CO",1,0
"372/0726","083/1028","010/0093",1962,"warren","economic activity","BLC",-.772,13.7684,16,1963,.228617,-1.636,1,4.432982,1,0,0,1,"not nyt p1 story when decision came down","Yes","DKS",1,0
"372/0734","083/1033","010/0100",1962,"warren","criminal procedure","DOUG",-.772,1.5785,11,1963,-.152566,-5.306,0,4.432982,0,4,0,0,"not nyt p1 story when decision came down","No","5C",0,0
"372/0744","083/1038","010/0108",1962,"warren","economic activity","HAR",-.772,.454,4,1963,-.152566,2.447,0,4.432982,0,0,0,3,"not nyt p1 story when decision came down","No","DCT",1,0
"373/0033","083/1059","010/0172",1962,"warren","unions","STWT",-.772,.5457,14,1963,-.152566,.645,0,4.432982,0,3,1,0,"not nyt p1 story when decision came down","No","6C",0,0
"373/0049","083/1054","010/0184",1962,"warren","federal taxation","GOLD",-.772,0,0,1963,-.152566,-.772,0,4.432982,0,0,1,0,"not nyt p1 story when decision came down","No","2C",1,0
"373/0064","083/1201","010/0202",1962,"warren","economic activity","WAR",-.772,10.2866,11,1963,-.152566,-1.278,1,4.432982,1,2,0,6,"not nyt p1 story when decision came down","Yes","LA",0,0
"373/0083","083/1194","010/0215",1962,"warren","criminal procedure","DOUG",-.772,4.4747,17,1963,.228617,-5.306,1,4.432982,1,2,0,0,"not nyt p1 story when decision came down","No","MD",0,0
"373/0096","083/1175","010/0224",1962,"warren","due process","DOUG",-.772,3.3418,11,1963,.7108645,-5.306,3,4.432982,1,2,0,1,"not nyt p1 story when decision came down","Yes","NY",0,0
"373/0113","083/1158","010/0235",1962,"warren","unions","BRN",-.501,.2305,3,1963,-.152566,-.97,2,5.066141,1,0,1,1,"not nyt p1 story when decision came down","No","NC",1,0
"373/0132","083/1210","010/0248",1962,"warren","economic activity","BRN",-.772,33.0779,52,1963,.228617,-.97,0,4.432982,0,4,0,0,"not nyt p1 story when decision came down","No","NDCA",0,0
"373/0179","083/1151","010/0278",1962,"warren","criminal procedure","STWT",-.772,.7006,4,1963,.228617,.645,0,4.432982,0,2,0,0,"not nyt p1 story when decision came down","No","1C",0,0
"373/0193","083/1168","010/0288",1962,"warren","federal taxation","BW",-.772,.1017,8,1963,-.152566,-.032,0,4.432982,0,1,0,0,"not nyt p1 story when decision came down","No","5C",0,0
"373/0206","083/1185","010/0297",1962,"warren","economic activity","BW",-.772,.7535,17,1963,-.152566,-.032,0,4.432982,0,1,0,1,"not nyt p1 story when decision came down","No","1C",0,0
"373/0221","083/1139","010/0308",1962,"warren","unions","BW",-.772,5.6065,17,1963,-.152566,-.032,1,4.432982,1,0,0,0,"not nyt p1 story when decision came down","No","3C",1,0
"373/0244","083/1119","010/0323",1962,"warren","civil rights","WAR",-.772,4.2312,8,1963,-.152566,-1.278,1,4.432982,1,0,0,1,"p1 nyt story when case decided","Yes","SC",1,0
"373/0262","083/1130","010/0335",1962,"warren","civil rights","WAR",-.772,.538,4,1963,-.152566,-1.278,0,4.432982,0,1,0,1,"not nyt p1 story when decision came down","No","ALAP",0,0
"373/0267","083/1122","010/0338",1962,"warren","civil rights","WAR",-.772,7.3099,17,1963,-.152566,-1.278,1,4.432982,1,1,0,1,"p1 nyt story when case decided","Yes","LA",0,0
"373/0284","083/1284","010/0349",1962,"warren","civil rights","WAR",-.772,16.6239,17,1963,.7108645,-1.278,0,4.432982,0,0,0,0,"not nyt p1 story when decision came down","Yes","GA",1,0
"373/0294","083/1266","010/0357",1962,"warren","economic activity","HAR",-.772,1.1212,10,1963,-.152566,2.447,0,4.432982,0,4,0,0,"not nyt p1 story when decision came down","No","DCC",0,0
"373/0334","083/1236","010/0383",1962,"warren","criminal procedure","STWT",-.772,.6709,13,1963,1.092047,.645,0,4.432982,0,0,0,0,"not nyt p1 story when decision came down","No","2C",1,0
"373/0341","083/1246","010/0389",1962,"warren","economic activity","GOLD",-.772,9.0085,27,1963,.6098,-.772,1,4.432982,1,2,1,1,"p1 nyt story when case decided","No","2C",0,0
"373/0379","083/1322","010/0428",1962,"warren","attorneys","WAR",-.772,13.0511,23,1963,.6098,-1.278,0,4.432982,0,0,0,7,"not nyt p1 story when decision came down","No","FL",1,0
"373/0405","083/1370","010/0444",1962,"warren","criminal procedure","BLC",-.772,.2003,4,1963,-.152566,-1.636,0,4.432982,0,0,1,0,"not nyt p1 story when decision came down","No","SDCA",1,0
